question,answer,question_type,page
İlk Türklerin Orta Asya'dan göç etme nedenleri nelerdir?,"İlk Türklerin Orta Asya'dan göç etme nedenleri arasında nüfus artışı, toprakların yetersiz kalışı, olumsuz iklim şartları (kuraklık, şiddetli kışlar), kendi aralarındaki ve diğer kavimlerle olan mücadeleler, salgın hastalıklar, Türklerin cihan hâkimiyeti düşüncesi ve Çin'in baskı ve hileleri bulunmaktadır.",Nedensel,13
Bozkır kültürünün unsurları nelerdir?,"Metinde çadır, kilim ve kılıç bozkır kültürünün unsurları arasında yer alırken, tapınak bozkır kültürüne ait bir unsur değildir.",Listeleme,13
Sürekli hareket halinde bulunan Türk toplumunda aile ve soy birliğinin ön planda olmasının sebebi nedir?,"Sınırlı otlakları kullanma mecburiyeti, aile ve grup ilişkilerini güçlendirmiş ve bu durum sosyal yapıda aile ve soy birliğinin ön planda olmasına neden olmuştur.",Nedensel,13
"Metinde verilen bilgiler ışığında, Gazne Devleti'nin diğer devletlerden farkı nedir?","Metinde belirtilen diğer devletler (Uygur Devleti, Asya Hun Devleti, Kök Türk Devleti) İslamiyet'ten önce kurulmuşken, Gazne Devleti bu bilgiye örnek olamaz, yani İslamiyet'ten sonra kurulmuştur.",Analitik,13
"Kaşgarlı Mahmud'un ""Türklerin kanadıdır."" dediği hayvan hangisidir ve bu ifade ne anlama gelebilir?","Kaşgarlı Mahmud'un ""Türklerin kanadıdır."" dediği hayvan attır. At, Türklerin göçebe yaşamında ve savaşlarında önemli bir rol oynadığı için bu şekilde nitelendirilmiş olabilir.",Yansıtıcı,13
Issık Kurganı'nda bulunan eşyalar Türklerin hangi alanları hakkında bilgi vermez?,"Issık Kurganı'nda bulunan eşyalar Türklerin ekonomi, sanat ve kültür alanlarındaki durumları hakkında bilgi verirken, hukuk alanındaki durumları hakkında doğrudan bilgi vermez.",Olgusal,14
Orta Asya Türk töresinin değişmeyen hükümleri nelerdir?,"Orta Asya Türk töresinin değişmeyen hükümleri arasında adalet, iyilik ve eşitlik yer alır. Zenginlik, törenin değişmeyen bir hükmü değildir.",Olgusal,14
Issık Kurganı'nı ziyaret etmek için hangi bölgeye gitmek gerekir?,Issık Kurganı'nı ziyaret etmek için Orta Asya bölgesine gitmek gerekmektedir.,Olgusal,14
Metinde altı çizili bölüme bakılarak Türkler hakkında hangisi söylenemez?,"Metinde altı çizili bölüme bakılarak Türklerin konargöçer oldukları, hayvancılıkla uğraştıkları ve yaşam tarzlarını sanata yansıttıkları söylenebilir. Ancak dış ülkelerle siyasi antlaşmalar yaptıkları doğrudan söylenemez.",Çıkarımsal,14
Orta Asya Türklerinin yılın belli bölümlerinde yer değiştirmesi neyi kanıtlar?,"Orta Asya Türklerinin yılın belli bölümlerinde mevsim koşullarına göre yer değiştirmesi, onların konargöçer olduklarını kanıtlar.",Nedensel,14
Görselden hareketle Orta Asya Türk devletleri için hangisi söylenemez?,"Görselden hareketle Orta Asya Türk devletlerinin çadırlarda kaldıkları, konargöçer bir yaşam tarzı sürdürdükleri ve hayvancılığın temel geçim kaynağı olduğu söylenebilir. Ancak kalıcı mimari eserler verdikleri söylenemez.",Çıkarımsal,14
Türk devlet yönetiminde hükümdarın yetkileri nelerdir?,"Türk devlet yönetiminde hükümdara han, hakan veya kağan denir. Hükümdarın eşi hatun da devlet işlerinde yetkilidir. Devlet, hanedanın ortak malı kabul edilir ve hükümdar ailesindeki bütün erkeklerin ülkeyi yönetme hakkı vardır. Bu hakka 'kut' denir.",Olgusal,14
Kurultay'ın Türk devlet yönetimindeki rolü nedir?,"Kurultay, Türk devlet yönetiminde hakana yardımcı olan meclistir.",Olgusal,14
İkili teşkilat sistemi ne anlama gelir ve nasıl uygulanırdı?,"İkili teşkilat, devletin kuzey-güney veya doğu-batı şeklinde ikiye ayrılmasıdır. Sağı (doğu) hükümdar, solu (batı) ise yabgu yönetirdi.",Kavramsal,14
İlk düzenli Türk ordusu kim tarafından kuruldu ve hangi sistemi geliştirdi?,İlk düzenli Türk ordusu Asya Hun İmparatoru Mete Han tarafından kuruldu ve onluk teşkilatını geliştirdi.,Olgusal,14
Kut anlayışı nedir ve Türk devlet yönetimini nasıl etkilemiştir?,"Kut anlayışı, kağanlığın Tanrı tarafından Türklere verildiğine inanılan bir görevdir. Kutun kanda olduğuna ve babadan oğula geçtiğine inanılırdı. Bu durum, hükümdar öldükten sonra hanedan üyelerinin taht üzerinde hak iddia etmelerine ve kağanlık mücadelesinin çıkmasına neden olmuştur.",Kavramsal,15
Eski Türklerde devlet işlerinin görüşüldüğü ve karara bağlandığı toplantılara ne ad verilir ve bu toplantılara kimler katılırdı?,Devlet işlerinin görüşülüp karara bağlandığı toplantılara toy adı verilir ve bu toplantılara kağanın eşi (hatun) de katılırdı.,Olgusal,15
Eski Türklerin sosyal yapısı nasıldı?,"Aileler obaları, obalar boyları, boylar ise budunları meydana getirirdi.",Olgusal,15
Eski Türklerde ekonomik hayatın temel geçim kaynağı neydi ve hangi ürünleri takas ederlerdi?,"Göçebe hayatın bir sonucu olarak hayvancılık zorunlu geçim kaynağı olmuştur. Hayvansal ürünlerini kendi üretemedikleri tahıl, ipek, mücevher gibi şeylerle değiştirirlerdi.",Olgusal,15
Eski Türklerin temel dini inanışı neydi ve bunun yanında hangi inançlar görülürdü?,"Eski Türklerin temel dini Gök Tanrı dinidir. Bunun yanında tabiat kuvvetlerine inanma, atalar kültü ve Şamanizm görülürdü.",Olgusal,15
Şamanizm nedir ve temel özellikleri nelerdir?,"Şamanizm; sihre dayalı, iyi-kötü ruhlara inanan bir sistemdir.",Olgusal,15
Türklerin savaş taktikleri nelerdi ve en önemli silahları nelerdi?,"Türkler savaşlarda en çok geri çekilme taktiğini uyguladılar (turan, hilal, kurt kapanı da denir). Ordu genellikle atlılardan (süvari) oluşur. En önemli silahları ok ve yay gibi hafif silahlardır.",Olgusal,15
Göçebe yaşam tarzının Eski Türklerin ekonomik faaliyetleri üzerindeki etkisi ne olmuştur?,"Göçebe yaşam tarzı, hayvancılığın zorunlu bir geçim kaynağı olmasına neden olmuştur. Ayrıca, tarım ve balıkçılık da ekonomik hayatta önemli yer almıştır.",Nedensel,15
Bilge Kağan'ın 'Tanrı beni kağan olarak oturttu' sözü hangi kavramla ilişkilendirilebilir?,"Bilge Kağan'ın bu sözü, kut kavramıyla ilişkilendirilebilir. Kut, kağanlığın Tanrı tarafından verildiğine inanılan bir görevdir.",Analitik,15
Eski Türklerde kadınların toplumdaki rolü nasıldı? Devlet yönetimindeki önemi hakkında bilgi verin.,"Eski Türklerde kadınlara önem verildiği, devlet işlerinin görüşülüp karara bağlandığı toylara kağanın eşinin (hatun) de katılmasından anlaşılmaktadır. Bu durum, kadınların devlet yönetiminde söz sahibi olduğunu göstermektedir.",Yansıtıcı,15
Kurgan nedir?,"Kurgan, Orta Asya Türklerinde ölülerin eşyalarıyla birlikte gömüldüğü mezarlara verilen isimdir.",Olgusal,16
Balbal dikme adeti neyi ifade ederdi?,"Balbal, İslamiyet öncesi Türklerde mezarların yakınına öldürülen düşman sayısı kadar dikilen heykellerdi.",Olgusal,16
İslamiyet'in kabulünde tek Tanrı inancının nasıl bir etkisi olmuştur?,"İslamiyet öncesi Türklerde görülen tek Tanrı inancı, İslamiyet'in daha kolay kabul edilmesinde etkili olmuştur.",Nedensel,16
Altın Elbiseli Adam kimdir ve neden bu isim verilmiştir?,"Altın Elbiseli Adam, 1970 yılında Kazakistan'daki Issık Gölü yakınlarında bulunan bir kurgan mezarında bulunan, tamamen altından yapılmış elbiseleri olan bir tigindir (hakanın oğlu). Kim olduğu bilinmediği için bu isim verilmiştir.",Olgusal,16
Törenin Türk devletleri için önemi nedir?,"Töre, Türk toplum hayatını düzenleyen ve devletin devamlılığı için önemli olan yazısız hukuk kurallarıdır. Kök Türk Yazıtlarında töresini kaybeden ulusun yok olacağı belirtilmiştir.",Kavramsal,16
Kut anlayışı neyi ifade eder?,"Kut anlayışı, kağanlığın Türklere Tanrı tarafından verildiğine inanılan bir görev olduğunu ifade eder.",Kavramsal,16
Bozkır kültürü neden 'atlı göçebe kültürü' olarak adlandırılır?,"Bozkır kültürü, Türklerin sosyal, ekonomik ve askeri hayatında atın önemli bir yeri olmasından dolayı 'atlı göçebe kültürü' olarak adlandırılır.",Nedensel,16
Pazırık Kurganı'nda bulunan halının önemi nedir?,"Pazırık Kurganı'nda bulunan halı, en eski düğüm tekniği ile dokunmuş halı olarak kabul edilir ve bozkır kültürüne ait hayvan figürleri ile Hun Gülü adı verilen çiçek görseli içerir. Bu halı, teknik ve estetiğin yaşam koşulları ile bir araya geldiği eşsiz bir eserdir.",Olgusal,16
Orta Asya Türkleri hangi dinlere inanmışlardır?,"Orta Asya Türkleri İslamiyet'in yanı sıra Hristiyanlık, Musevilik, Budizm ve Maniheizm gibi dinlere de inanmışlardır.",Listeleme,16
Türklerin ölümden sonraki yaşama inandıklarına dair kanıt nedir?,"Türklerin ölümden sonraki yaşama inandıklarına dair kanıt, ölülerini eşyalarıyla birlikte gömmeleridir.",Çıkarsama,16
AŞTAN'da 1. ünite hangi konuyu kapsar?,AŞTAN'da 1. ünite Birey ve Toplum konusunu kapsar.,Olgusal,17
AŞTAN'da 2. ünite ne hakkındadır?,AŞTAN'da 2. ünite Kültür ve Miras hakkındadır.,Olgusal,17
Tarama testinin amacı nedir?,"Tarama testinin amacı, 1. ve 2. ünitelerde öğrenilen konuların tekrarını sağlamaktır.",Kavramsal,17
Bu dokümanın genel amacı nedir?,"Bu dokümanın genel amacı, Birey ve Toplum ile Kültür ve Miras konularını öğretmek ve tarama testleri ile öğrenilenlerin pekiştirilmesini sağlamaktır.",Bağlamsal,17
Konu tekrarının faydaları nelerdir?,"Konu tekrarı, öğrenilen bilgilerin daha iyi anlaşılmasını ve uzun süreli hafızada kalmasını sağlar.",Nedensel,17
Tarama testi nasıl uygulanır?,"Metinde tarama testinin nasıl uygulanacağına dair bir bilgi bulunmamaktadır, ancak amacı konu tekrarını sağlamaktır.",Yöntemsel,17
"Birey ve Toplum konusu, Kültür ve Miras konusundan nasıl farklıdır?","Birey ve Toplum, bireylerin toplum içindeki rolleri ve etkileşimleriyle ilgilenirken, Kültür ve Miras geçmişten günümüze aktarılan değerler ve geleneklerle ilgilenir.",Analitik,17
Öğrenci bu ünitelerde başarısız olursa ne olur?,"Öğrenci bu ünitelerde başarısız olursa, konu tekrarı ve tarama testleri ile eksiklerini gidermesi ve konuları tekrar gözden geçirmesi önerilir.",Varsayımsal,17
Bu konuların öğrenilmesi bireyin geleceği için hangi etkileri yaratır?,"Bu konuların öğrenilmesi bireyin toplumu ve kültürü anlamasına, daha bilinçli bir birey olmasına ve topluma katkıda bulunmasına yardımcı olur.",Yansıtıcı,17
Bu materyalin hedef kitlesi kimlerdir?,"Bu materyalin hedef kitlesi, Birey ve Toplum ile Kültür ve Miras konularını öğrenmek isteyen öğrencilerdir.",Özetleme,17
"Önyargı, ayrımcılık ve çatışmanın azalması için neler yapılmalıdır?","Toplumsal temas artırılmalı, insanlar arasındaki iletişim ve duygusal bağ güçlendirilmelidir. Empati ve karşılıklı saygı anlayışı da geliştirilmelidir.",Olgusal,18
Sivil toplum örgütlerinin çalışma alanlarına örnekler nelerdir?,"Eğitim, spor, sağlık ve çevre gibi farklı alanlarda çalışmalar yapabilirler.",Listeleme,18
Sonradan sahip olduğumuz rollere bir örnek veriniz.,İşçi olmak sonradan sahip olunan bir roldür.,Olgusal,18
Yardımlaşmanın yaygın olmadığı toplumlarda ne gibi olumsuz sonuçlar ortaya çıkar?,Bencillik duygusu yaygınlaşır.,Nedensel,18
Göçmen karşıtı ve ayrımcı söylemlerin arttığı bir ülkede hangi insan hakları sorunları yaşanabilir?,İnsan hakları zarar görebilir.,Yansıtıcı,18
Belkıs Hanım'ın sahip olduğu roller nelerdir ve bu rolleri nasıl kazanmıştır?,"Belkıs Hanım'ın rolleri evlat, öğretmen ve öğrencidir. Anne ve babasıyla yaşadığı için evlat, öğrencileri olduğu için öğretmen, kursa katıldığı için öğrenci olmuştur.",Analitik,18
Toplumsal temasın artırılmasının önemi nedir?,İnsanlar arasındaki iletişimi ve duygusal bağı güçlendirerek önyargıları azaltmaya yardımcı olur.,Kavramsal,18
Sivil toplum örgütleri neden önemlidir?,Farklı alanlarda topluma hizmet ederek sosyal sorunların çözümüne katkıda bulunurlar.,Kavramsal,18
Bencillik duygusunun yaygınlaşması toplumu nasıl etkiler?,"Dayanışma bilincini zayıflatır, birlik ve beraberliği olumsuz etkiler.",Yansıtıcı,18
"Eğitimin ilerlemesi, demokrasi ve insan hakları arasındaki ilişki nasıldır?","Eğitimin ilerlemesi genellikle demokrasi ve insan haklarının güçlenmesine katkıda bulunur, ancak ayrımcı söylemlerin arttığı durumlarda insan hakları zarar görebilir.",Analitik,18
İş yerindeki rolleri gösteren bir şemada 'Dede' neden yer alamaz?,"Metinde iş yerindeki rollerden bahsedilmektedir ve 'Dede' iş yeri rolü değildir, ailevi bir roldür.",Bağlamsal,19
Verilen görseller toplumsal birlikteliğin oluşmasında etkili olan hangi kavramla ilgilidir?,"Sorunun kendisi bir görsel içermediği için bu soruya metinden doğrudan cevap vermek mümkün değildir. Ancak, genel olarak din, tarih, dil ve sanat gibi unsurların toplumsal birliktelikte etkili olduğu söylenebilir.",Kavramsal,19
İnsanların toplum içinde yaşamasının önemi hangi seçenekte anlatılmamıştır?,"Vakıflar, yardım dernekleri ve sivil toplum örgütleri toplum içinde yardımlaşma ve dayanışmayı sağlarken, futbol takımları daha çok eğlence ve rekabet amaçlıdır. Bu nedenle futbol takımlarının toplumsal yaşamın zorunluluğu ile doğrudan bir ilgisi yoktur.",Analitik,19
Türklerin misafirperverliği hangi alanla ilgili bir özelliktir?,"Misafirperverlik, Türk kültürünün önemli bir parçasıdır. Bu nedenle doğru cevap kültürdür.",Olgusal,19
Bir insana ten rengine göre ayrımcılık yapmak ne olarak adlandırılır?,Bir insana ten rengine göre ayrımcılık yapmak ırkçılıktır.,Olgusal,19
Çocuk haklarından hangisi güvenlik ihtiyacı ile ilgilidir?,"Silahlı çatışmalardan korunma, çocukların güvenlik ihtiyacını karşılamaya yönelik bir haktır.",Olgusal,19
Silahlı çatışmalardan korunmanın çocuklar için neden bir güvenlik ihtiyacı olduğu düşünülmektedir?,"Dünyanın birçok yerinde savaşlar nedeniyle çocuklar zarar görmektedir. Bu nedenle silahlı çatışmalardan korunmak, çocukların temel güvenlik ihtiyacıdır.",Nedensel,19
Bu metnin ana konusu nedir?,"Metnin ana konusu birey ve toplum arasındaki ilişki, toplumsal birlikteliği sağlayan unsurlar, çocuk hakları ve Türk kültürünün bazı özellikleridir.",Özetleme,19
Metinde bahsedilen kavramlardan hangileri toplumsal birlikteliği güçlendirir?,"Metinde doğrudan belirtilmese de, görsellerde olması beklenen din, dil, tarih ve sanat gibi unsurlar toplumsal birlikteliği güçlendirir.",Çıkarımsal,19
"Eğer bir toplumda misafirperverlik azalırsa, bu durum kültürel etkileşimi nasıl etkiler?","Eğer bir toplumda misafirperverlik azalırsa, farklı kültürlerden insanlarla etkileşim azalabilir, önyargılar artabilir ve kültürel zenginleşme yavaşlayabilir.",Varsayımsal,19
Konargöçer yaşam tarzı süren Türklerin temel uğraş alanı neydi?,Konargöçer yaşam tarzı süren Türklerin temel uğraş alanı hayvancılıktı.,Olgusal,20
Karahanlılar Dönemi'nde yaşanan kültürel değişimler nelerdir?,"Karahanlılar Dönemi'nde Uygur ve Arap alfabeleri kullanılmış, Türk-İslam edebiyatı oluşmuş, Kur’an-ı Kerim Türkçeye çevrilmiş, sözlü kültürden yazılı kültüre geçiş hızlanmış ve konargöçer yaşam tarzından yerleşik toplum düzenine geçiş hızlanmıştır.",Olgusal,20
Kök Türk kitabelerinde Türk tanrısının rolü nasıl açıklanmaktadır?,"Kök Türk kitabelerinde Türk tanrısı, Türk halkının yok olmasını engellemek için İlteriş Kağan ve İlbilge Hatun'u görevlendirerek Türk devletini yeniden kurmalarını sağlamıştır.",Kavramsal,20
Türklerin dünya medeniyetine olan en önemli katkılarından biri nedir?,Türklerin dünya medeniyetine olan en önemli katkılarından biri halı dokumacılığıdır.,Olgusal,20
Türklerde ölümden sonraki yaşam inancı nasıl bir törenle ifade edilirdi?,"Türklerde ölümden sonraki yaşam inancı, ölen kişilerin eşyaları ile birlikte gömüldüğü 'Yuğ' adı verilen bir törenle ifade edilirdi.",Olgusal,20
Orhun Kitabeleri hangi devlet adamları adına yazılmıştır?,Orhun Kitabeleri Bilge Kağan ve Kültigin adına yazılmıştır.,Olgusal,20
Orhun Kitabeleri'nin Türk tarihindeki ve edebiyatındaki önemi nedir?,"Orhun Kitabeleri, Türk tarihinin belli bir dönemini hikaye etmesinin yanı sıra, bilinen en eski Türk yazısının ve Türk dil ve edebiyatının çok önemli bir belgesidir.",Kavramsal,20
Orhun Kitabeleri günümüzde nerede bulunmaktadır?,"Orhun Kitabeleri, günümüzde Moğolistan topraklarında, Koço-Çaydam adlı göl civarında bulunmaktadır.",Olgusal,20
Orhun Kitabeleri'ndeki en önemli anıtlar hangileridir?,"Orhun Kitabeleri'ndeki en önemli anıtlar, Bilge Vezir Tonyukuk tarafından yazdırılmış Tonyukuk Anıtı ile Kül Tigin ve Bilge Kağan Anıtlarıdır.",Olgusal,20
Karahanlılar Dönemi'nde yaşanan değişimlerin Türk kültürü üzerindeki etkileri neler olmuştur?,"Karahanlılar Dönemi'nde yaşanan değişimler, Türk kültürünün İslam kültürü ile etkileşimini artırmış, Türk-İslam sentezinin oluşmasına zemin hazırlamış ve Türk dilinin gelişimine katkıda bulunmuştur. Ancak, ulusal özellikler korunmaya çalışılmıştır.",Analitik,20
Hun sanatının temel özelliği nedir ve bu durum sanat eserlerine nasıl yansımıştır?,"Hun sanatının temeli konargöçer yaşam tarzına dayanır. Bu nedenle yerleşik hayata özgü tapınak, saray, kale gibi sanat yapılarına pek rastlanmaz; göçebe hayata uygun, estetik değeri yüksek eşyalar yapmışlardır.",Olgusal,21
